iter	Accuracy	MultiClass
0	0.9765780811	0.6776177008
1	0.9843305484	0.4651704305
2	0.987794714	0.3315817447
3	0.9889835809	0.2478416906
4	0.9912573276	0.1876468404
5	0.9920737035	0.1447027789
6	0.9931306465	0.1130177193
7	0.9939454704	0.0897928391
8	0.9945073109	0.07196948681
9	0.9949729246	0.05832854059
10	0.9950148298	0.04898163353
11	0.9953516237	0.0414112052
12	0.9956620328	0.03531882339
13	0.9958265496	0.03069066931
14	0.9958312057	0.02724006077
15	0.9958513823	0.02508384479
16	0.9959305367	0.02283659951
17	0.9960034828	0.02093212404
18	0.9960764289	0.01927620653
19	0.9962331855	0.01780693472
20	0.9962099048	0.01654140553
21	0.9964659924	0.01549597883
22	0.9964333994	0.01482305544
23	0.996521866	0.01435217413
24	0.9966444776	0.01368040399
25	0.996728288	0.01327905999
26	0.9967469126	0.01287299261
27	0.9967655371	0.01253954
28	0.9968679721	0.01216586426
29	0.9969145335	0.01197991406
30	0.9969874796	0.01173585683
31	0.9970185206	0.01160251538
32	0.9969735112	0.0113138916
33	0.9970185206	0.01097016317
34	0.9970216247	0.01080491508
35	0.9970076562	0.01060999798
36	0.9970247287	0.01049110879
37	0.9970449053	0.01026003223
38	0.9970511135	0.01009955621
39	0.9970588737	0.01003829686
40	0.9970635299	0.009911160745
41	0.9970759462	0.009820415023
42	0.9970759462	0.009739296889
43	0.9971535485	0.009676134792
44	0.9971737251	0.009608945747
45	0.9971783812	0.009475155156
46	0.9971939017	0.009427536404
47	0.9971970058	0.009350171565
48	0.9972187344	0.009248426505
49	0.9972187344	0.009184900641
50	0.9972342549	0.00906153673
51	0.9972404631	0.008997331064
52	0.9972358069	0.008905816353
53	0.9972342549	0.008842040526
54	0.9972482233	0.008753924859
55	0.9972746081	0.008715120863
56	0.9973025449	0.008668799036
57	0.9973258256	0.008629692013
58	0.997375491	0.008586905889
59	0.9973894594	0.008523844344
60	0.9974111881	0.008471796488
61	0.9974189483	0.00844275943
62	0.9974593015	0.008349645165
63	0.9974608535	0.008290379045
64	0.9974686138	0.008249931375
65	0.9974717179	0.008223324492
66	0.9974670617	0.008195595318
67	0.9974934465	0.00815305968
68	0.9974887904	0.008123876503
69	0.9975151751	0.00808766843
70	0.9975337997	0.007953513979
71	0.997546216	0.007926742192
72	0.9975648406	0.00790579012
73	0.9975648406	0.007872345347
74	0.9975772569	0.007829840813
75	0.997580361	0.007809856539
76	0.9976051938	0.007756518556
77	0.9976005376	0.007740624348
78	0.9976051938	0.007722835377
79	0.9976191622	0.007692852389
80	0.9976284744	0.007675068593
81	0.9976362347	0.007648414397
82	0.9976455469	0.007583699483
83	0.9976455469	0.007558330065
84	0.9976408908	0.007543848671
85	0.9976564113	0.007523616082
86	0.9976517551	0.00748274056
87	0.9976734838	0.007453065588
88	0.997679692	0.007434299721
89	0.997679692	0.007414756877
90	0.9977029726	0.007385139065
91	0.9977200451	0.007354417448
92	0.9977324615	0.007345071341
93	0.9977402217	0.007309234778
94	0.9977293574	0.007293848209
95	0.9977402217	0.007282058993
96	0.9977355656	0.007235333043
97	0.9977355656	0.007214789727
98	0.9977557422	0.007186398363
99	0.9977681585	0.007156005979
100	0.9977650545	0.007131399348
101	0.9977650545	0.007104536268
102	0.9977728147	0.007057000765
103	0.997782127	0.007026734395
104	0.9977914392	0.007013709566
105	0.9977991995	0.006996931371
106	0.9977976474	0.006986133323
107	0.9978069597	0.006966590536
108	0.9978100638	0.006953246665
109	0.9978085117	0.006932149103
110	0.9978100638	0.00692307226
111	0.9978100638	0.006902666342
112	0.9978054076	0.006896170342
113	0.9978131679	0.006866074213
114	0.997817824	0.006850615421
115	0.9978286883	0.006816147493
116	0.997819376	0.006803202264
117	0.9978271363	0.006781111624
118	0.9978364485	0.00677498498
119	0.9978364485	0.006765376936
120	0.9978380006	0.006757427058
121	0.9978302404	0.006736043178
122	0.9978411047	0.006719994373
123	0.9978457608	0.006709427252
124	0.9978364485	0.006696287438
125	0.9978348965	0.006678321927
126	0.9978255842	0.006668718987
127	0.9978209281	0.00666280822
128	0.9978224801	0.006642224535
129	0.9978457608	0.006630734878
130	0.9978473129	0.006614858346
131	0.9978488649	0.006610815549
132	0.9978566251	0.006604513428
133	0.9978597292	0.006589213652
134	0.997887666	0.006576100428
135	0.997887666	0.006529318656
136	0.9979062906	0.006509050149
137	0.9979093947	0.006484763606
138	0.9979109467	0.006473072765
139	0.9979109467	0.006460069637
140	0.9979093947	0.006449462534
141	0.9979109467	0.006444379957
142	0.9979140508	0.006421994064
143	0.9979078426	0.006406356954
144	0.9979109467	0.006399234466
145	0.9979078426	0.00639238078
146	0.9979062906	0.00638564982
147	0.9979093947	0.006378113843
148	0.9979047386	0.006370049683
149	0.9979156029	0.006362365141
150	0.997918707	0.006349031313
151	0.9979156029	0.00632284123
152	0.9979280192	0.006301248781
153	0.9979295713	0.006291891067
154	0.9979357795	0.006267619181
155	0.9979295713	0.006261893699
