iter	Accuracy	MultiClass
0	0.9752171295	0.6804015601
1	0.9829090074	0.46677009
2	0.988268179	0.33203747
3	0.9898326287	0.2477148448
4	0.991423463	0.1885753946
5	0.9921203261	0.1459041183
6	0.9929180713	0.1137575474
7	0.994206259	0.09012789048
8	0.9944778649	0.07247478157
9	0.9946392764	0.05932418922
10	0.9948860497	0.04968451345
11	0.9952492255	0.04230232127
12	0.995272506	0.03618873777
13	0.995455646	0.03106410662
14	0.9956030892	0.02735701014
15	0.996059387	0.02457393396
16	0.9959631609	0.02220510184
17	0.9960655951	0.02031069839
18	0.9960966358	0.0189189859
19	0.9961726855	0.01791190871
20	0.9962239026	0.01659038285
21	0.9961819977	0.01604261527
22	0.9961819977	0.01551200588
23	0.9962689115	0.01485070094
24	0.9964194588	0.01401650081
25	0.9963434091	0.01355565518
26	0.9963697937	0.01313019223
27	0.9965544857	0.01276502299
28	0.996566902	0.01236958016
29	0.996570006	0.01222009842
30	0.9966662321	0.01182327433
31	0.9968307476	0.01156881328
32	0.9968447159	0.01134093251
33	0.996846268	0.01121842361
34	0.9968679964	0.01110618443
35	0.9968850688	0.01081585752
36	0.9969657746	0.01070314537
37	0.9969781908	0.01059261241
38	0.9970076795	0.01037965795
39	0.9970387201	0.01025540736
40	0.9970449283	0.01018649144
41	0.9970588966	0.01012473394
42	0.9970976974	0.009985533541
43	0.9971163218	0.009937489126
44	0.9971070096	0.009781100674
45	0.9971070096	0.009602071196
46	0.9971582267	0.00950262687
47	0.997220308	0.009368648502
48	0.9972777333	0.009249751707
49	0.9972839414	0.009132712047
50	0.9972994618	0.00904004595
51	0.9973398146	0.00894763692
52	0.9973429187	0.008915081721
53	0.997355335	0.008827796734
54	0.9973537829	0.008749832806
55	0.9973724073	0.008682134824
56	0.9973910317	0.008642223944
57	0.9973972399	0.008595482543
58	0.9974298326	0.008544557561
59	0.9974686334	0.008467607413
60	0.9974748415	0.008415197518
61	0.9974903619	0.008377375991
62	0.9975229546	0.008335733262
63	0.9975276107	0.008311229267
64	0.997543131	0.008279303852
65	0.9975462351	0.0082506892
66	0.9975353708	0.00822595878
67	0.9975508912	0.008186454943
68	0.9975664115	0.008160313239
69	0.9976067644	0.008093433684
70	0.9976114205	0.008063599082
71	0.9975803798	0.00795308329
72	0.9975788278	0.007880705382
73	0.9976176286	0.007798952907
74	0.9976269408	0.007774752992
75	0.9976238368	0.007744052122
76	0.997634701	0.007711690736
77	0.997636253	0.007689174375
78	0.9976378051	0.00766853279
79	0.997636253	0.00765595502
80	0.997636253	0.007620843491
81	0.9976253888	0.007564827051
82	0.997636253	0.00753766916
83	0.9976393571	0.007515894725
84	0.9976440132	0.007475507398
85	0.9976424612	0.007456246182
86	0.9976455652	0.00742569832
87	0.9976486693	0.007395682635
88	0.9976455652	0.007379834033
89	0.9976548774	0.007351008703
90	0.9976719498	0.007323353536
91	0.9976672937	0.007302522316
92	0.9976719498	0.007290523423
93	0.9976921262	0.007273483173
94	0.9976952303	0.00725439126
95	0.9977045425	0.007208500846
96	0.9977045425	0.007183558676
97	0.9977076466	0.00717447326
98	0.9977200628	0.007159563997
99	0.9977200628	0.007146158739
100	0.997726271	0.007135229102
101	0.997726271	0.007115349005
102	0.9977324791	0.007059740577
103	0.9977433433	0.006989345116
104	0.9977464474	0.006970047926
105	0.9977402393	0.006962865051
106	0.9977433433	0.006944884274
107	0.9977417913	0.006935520424
108	0.9977402393	0.006927929786
109	0.9977666238	0.006910689845
110	0.9977557596	0.006879457066
111	0.9977650718	0.006865871017
112	0.9977666238	0.006857222535
113	0.9977604157	0.006851821308
114	0.997774384	0.006842215363
115	0.9977899043	0.00683628241
116	0.9977883523	0.006823242287
117	0.9977836962	0.006806151691
118	0.9977868003	0.006790014951
119	0.9977914564	0.006775240349
120	0.9977914564	0.006767336588
121	0.9977992165	0.00675749433
122	0.9978147369	0.006747121258
123	0.9978162889	0.006741601622
124	0.997820945	0.006735244312
125	0.997822497	0.006722344516
126	0.997820945	0.006711942093
127	0.9978256011	0.006707008019
128	0.997819393	0.006697159243
129	0.9978240491	0.006687974351
130	0.9978333613	0.006663116561
131	0.9978256011	0.006657652938
132	0.9978380174	0.006648456301
133	0.9978395694	0.006637288612
134	0.9978442255	0.006631461085
135	0.9978473296	0.006608710816
136	0.9978457775	0.006604460774
137	0.9978519857	0.006596938899
138	0.9978504336	0.00658513999
139	0.9978504336	0.006580496118
140	0.9978519857	0.006568999451
141	0.9978504336	0.006564432977
142	0.9978550897	0.006558501443
