iter	Accuracy	MultiClass
0	0.9754761668	0.6798971747
1	0.9827583531	0.4664673383
2	0.988192056	0.3318639377
3	0.9893498802	0.2480270612
4	0.9902702417	0.1885159671
5	0.9910897205	0.1447466085
6	0.9921683905	0.1134061411
7	0.9935155639	0.08973315142
8	0.9942341598	0.07198653941
9	0.9942993457	0.05907773835
10	0.9946578676	0.04887937302
11	0.995030358	0.04126522064
12	0.995354735	0.03536771805
13	0.9954897627	0.03068966872
14	0.9957070488	0.02715425836
15	0.995930543	0.02422369928
16	0.996005041	0.02247265138
17	0.9960686748	0.02024855939
18	0.9960950595	0.01854779462
19	0.9961292045	0.01730843665
20	0.9962471598	0.01647184833
21	0.996290617	0.01598131562
22	0.9964256447	0.01511423467
23	0.9964023641	0.01464291445
24	0.9966180981	0.0139331728
25	0.9966988043	0.01351423108
26	0.9967019084	0.01296523669
27	0.9967112207	0.0128081777
28	0.9967205329	0.01242410961
29	0.996723637	0.01226257512
30	0.9968897056	0.01189613498
31	0.9968850495	0.01176500421
32	0.9969316108	0.01148752431
33	0.9969440271	0.01130773009
34	0.9969424751	0.01120295947
35	0.996940923	0.01099758685
36	0.9969967966	0.01084465381
37	0.9969905884	0.01065694651
38	0.9970138691	0.01048442614
39	0.9970278374	0.01039651174
40	0.9970324936	0.01023719105
41	0.9970371497	0.01015067381
42	0.9971271682	0.01002882854
43	0.9971240641	0.009942405239
44	0.9971426886	0.009851737952
45	0.9971333764	0.009772929037
46	0.9971488968	0.00966521958
47	0.9971488968	0.00961211031
48	0.9971163039	0.009559494706
49	0.9971333764	0.009472024298
50	0.9971364805	0.009434670525
51	0.9971799377	0.009335972196
52	0.9971783856	0.009279888127
53	0.9971830418	0.009201286269
54	0.997192354	0.00911848876
55	0.9971954581	0.009074172538
56	0.9972063224	0.009041660652
57	0.9972358112	0.008910091514
58	0.9972544357	0.008833248007
59	0.9973242777	0.008789088783
60	0.9973103093	0.008728905366
61	0.9973196215	0.008684051578
62	0.9973320379	0.008608765911
63	0.9973460063	0.008544887853
64	0.9973785992	0.008474665317
65	0.9973987757	0.008437261779
66	0.9973925676	0.008397413878
67	0.997408088	0.008299600556
68	0.9974096401	0.008253148079
69	0.9974049839	0.008227392937
70	0.997406536	0.00820086283
71	0.997442233	0.008131530907
72	0.9974608575	0.008075438264
73	0.9974639616	0.008043090668
74	0.9974748259	0.008018721287
75	0.9974841381	0.007996673932
76	0.9974856902	0.007929784119
77	0.9974934504	0.007910602982
78	0.9975074188	0.007881553038
79	0.9974965545	0.007835891
80	0.9974934504	0.007808250066
81	0.9975012106	0.007768076848
82	0.9975012106	0.007731741681
83	0.9975632923	0.007709500031
84	0.9975601882	0.00768633851
85	0.9975539801	0.007659036835
86	0.9975772607	0.007630648738
87	0.9975819168	0.007609007312
88	0.9975927811	0.007574647092
89	0.9976051975	0.007552225706
90	0.9976067495	0.007485233919
91	0.9976129577	0.00746550957
92	0.9975989893	0.007453017094
93	0.9976176138	0.007411429361
94	0.9976160618	0.007390582335
95	0.9976207179	0.007345871621
96	0.9976362383	0.007305841441
97	0.9976362383	0.007284510213
98	0.9976471026	0.007241694595
99	0.9976455506	0.00722798002
100	0.9976641751	0.007209287942
101	0.9976626231	0.007195200135
102	0.9976703833	0.007176282182
103	0.9976672792	0.007157376678
104	0.9976688312	0.007147118614
105	0.9976765915	0.007125981584
106	0.9976843517	0.007114317438
107	0.9976843517	0.007096853983
108	0.9976843517	0.007086556474
109	0.997695216	0.00707527111
110	0.9976843517	0.007064432352
111	0.9977060803	0.007047143265
112	0.9977014242	0.007034189313
113	0.9977060803	0.007020287579
