iter	Accuracy	MultiClass
0	0.9753086611	0.6801290062
1	0.9829493338	0.465951848
2	0.9883038576	0.3314925378
3	0.9898698618	0.2477084862
4	0.9912666941	0.1883909827
5	0.992086169	0.1452010338
6	0.9928746033	0.1129934747
7	0.9943164446	0.08964837766
8	0.9949605395	0.07195442087
9	0.9945973631	0.05907966731
10	0.9951778245	0.04930661588
11	0.9953795892	0.04158189907
12	0.9957024126	0.03530494765
13	0.995762942	0.03037310292
14	0.995933666	0.0267234115
15	0.9960485166	0.02370930403
16	0.9962595935	0.02133912122
17	0.9963061546	0.01999783297
18	0.9965622405	0.01835247183
19	0.9965079193	0.01725559597
20	0.9965513763	0.01625994917
21	0.9965963853	0.01554794038
22	0.9966119057	0.01487226495
23	0.9966507066	0.01431477309
24	0.9966569147	0.01375192856
25	0.9966600188	0.01332623206
26	0.9967624531	0.01294229819
27	0.9967919418	0.01258780834
28	0.9968990323	0.01219207755
29	0.9969409373	0.01192422614
30	0.9969502495	0.01161714117
31	0.9969580097	0.01151628825
32	0.9969952585	0.0112805335
33	0.9970526839	0.01095998664
34	0.9970449237	0.01082974456
35	0.9970868286	0.01063395844
36	0.9970852766	0.01054061394
37	0.9970899327	0.0104306796
38	0.997103901	0.01027708317
39	0.9970976929	0.01017320957
40	0.9971240775	0.009996639834
41	0.9971333897	0.009922285683
42	0.9971333897	0.009840492149
43	0.9972156476	0.009769318178
44	0.9972373761	0.009611749832
45	0.9972528965	0.009521734914
46	0.9972560006	0.009463132549
47	0.9972699689	0.009434534296
48	0.9972777291	0.009321052985
49	0.9972994576	0.00917099036
50	0.9972948015	0.009118123227
51	0.9972885933	0.009017828714
52	0.9973025616	0.008959715877
53	0.9973041137	0.008850779591
54	0.9973227381	0.008783770779
55	0.9973863716	0.008696198265
56	0.9973770594	0.008666321586
57	0.9973848195	0.008607743958
58	0.9973910277	0.008565442598
59	0.9974003399	0.008533235975
60	0.9974081001	0.008467705219
61	0.9974143082	0.008434244923
62	0.9974143082	0.008395515296
63	0.9974158603	0.008356543769
64	0.9974174123	0.008315713918
65	0.9974267245	0.008293185143
66	0.9974267245	0.008272753935
67	0.9974282765	0.008218298153
68	0.9974701815	0.008172952229
69	0.9974686295	0.008101494957
70	0.9974794937	0.008072163867
71	0.9974794937	0.008040876096
72	0.9974794937	0.008008229469
73	0.997490358	0.007962477142
74	0.997493462	0.007931701786
75	0.9974950141	0.00788988917
76	0.9975058783	0.007854207024
77	0.9975089824	0.007805511942
78	0.9975229507	0.007778180464
79	0.9975291589	0.007752385322
80	0.9975446792	0.00769992124
81	0.9975400231	0.007676108691
82	0.9975400231	0.007645758649
83	0.9975462313	0.007623278398
84	0.9975850322	0.007560454899
85	0.9975990005	0.007508056939
86	0.9976253851	0.007483642705
87	0.9976284892	0.007465532282
88	0.9976362494	0.007436238867
89	0.9976346973	0.007417975171
90	0.9976471136	0.007398045634
91	0.9976393534	0.007375180876
92	0.9976595299	0.007350696146
93	0.997662634	0.007332081113
94	0.9976579779	0.007313401638
95	0.9976595299	0.007297358162
96	0.9976564258	0.00728651366
97	0.9976579779	0.007270193582
98	0.9976734982	0.007255298929
99	0.9976672901	0.007242375766
100	0.9976812584	0.007232139039
101	0.9976952267	0.007199154817
102	0.9977029869	0.007168217527
103	0.9977045389	0.007132362173
104	0.9977045389	0.007110920405
105	0.9977045389	0.007098110337
106	0.997709195	0.007077634553
107	0.9977216113	0.007056467169
108	0.9977216113	0.007051760351
109	0.9977355796	0.00704214968
110	0.9977355796	0.007017164841
111	0.9977464439	0.007009825198
112	0.9977448919	0.006998745147
113	0.997749548	0.006992094856
114	0.9977417878	0.006982420124
115	0.9977433398	0.006975171873
116	0.9977588602	0.006966788026
117	0.9977712765	0.006936707069
118	0.9977805887	0.006927015117
119	0.9977759326	0.006908026696
120	0.9977774846	0.006887903432
121	0.9977836928	0.006880877428
122	0.9977883489	0.006841027442
123	0.9977914529	0.006834782605
124	0.9977976611	0.006825089952
125	0.997794557	0.006816253726
126	0.9978007652	0.006809518152
127	0.9978209416	0.00678599031
128	0.9978224937	0.006765173276
129	0.997836462	0.006759622681
130	0.9978395661	0.006740148842
131	0.9978349099	0.006735533844
132	0.9978318059	0.006724862768
133	0.9978287018	0.006716242611
134	0.9978271498	0.006694688383
135	0.9978302538	0.006676245878
136	0.9978411181	0.006669744065
137	0.9978519823	0.006646594045
138	0.9978504303	0.006636127793
139	0.9978535344	0.00662819922
140	0.9978473262	0.006621783269
141	0.9978581905	0.006616078636
142	0.9978643986	0.006607491575
143	0.9978643986	0.006597484802
144	0.9978768149	0.006591946428
145	0.9978892312	0.00657990833
146	0.9978892312	0.006574628045
147	0.9978845751	0.006569844835
148	0.997881471	0.006557101475
149	0.9978861271	0.006547453648
150	0.9978923353	0.006544718278
151	0.9978938873	0.006520215423
152	0.9978969914	0.006514243782
153	0.9979016475	0.006505973248
154	0.9979031995	0.006475652656
155	0.9979078556	0.006469164925
156	0.9979078556	0.006458064176
157	0.9978985434	0.006453075651
158	0.9979078556	0.006449367991
159	0.9979171678	0.006444789491
160	0.9979171678	0.006440142286
161	0.9979171678	0.006429554532
162	0.9979171678	0.006418258918
163	0.9979156158	0.00641554337
164	0.9979156158	0.006401694087
165	0.9979187199	0.006394167493
166	0.9979202719	0.006388539277
167	0.997923376	0.006384420881
168	0.9979280321	0.006366328287
169	0.997924928	0.006357055707
